sla_incumplido,Tiempo_Resolucion_horas,Impacto,Prioridad,Nivel_1_Categorizacion,Nivel_2_Categorizacion,Nivel_3_Categorizacion,Servicio,Tipo_Incidencia,Fuente_Reportada,Tipo_Solucion,Categoria_Resolucion,Total_Transferencias,Indisponibilidad_Minutos,Reapertura,Incidente_Mayor,anio,mes,dia_semana,hora_creacion,es_fin_de_semana
1,394.7063888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,40.70583333333333,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,40.70583333333333,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,349.0,No,,2025,8,2,0,0
0,42.6975,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,42.69694444444445,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,56.694722222222225,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,56.69416666666667,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,11.0,No,,2025,8,2,0,0
1,394.6936111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
1,394.6936111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
1,394.6911111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
1,394.69055555555553,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,56.68861111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,9.0,No,,2025,8,2,0,0
0,58.68805555555556,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,58.68055555555556,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,8.0,No,,2025,8,2,0,0
1,394.6791666666667,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
1,394.6791666666667,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
1,394.67861111111114,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
1,394.67861111111114,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,58.67805555555555,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
1,394.67805555555555,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,60.6775,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,60.6775,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,60.676944444444445,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,10.0,No,,2025,8,2,0,0
0,30.676388888888887,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Servicio,5,,No,,2025,8,2,0,0
0,30.676111111111112,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Servicio,5,0.0,No,,2025,8,2,0,0
0,29.89138888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Servicio,3,,No,,2025,8,2,1,0
0,57.102777777777774,4-Menor/Localizado,Baja,Conectividad,Networking,Apertura Simple,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,2,1021.0,No,No,2025,8,2,7,0
1,344.8311111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,4,,No,,2025,8,2,10,0
0,26.29083333333333,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,4,,No,,2025,8,2,10,0
0,51.27,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,4,,No,,2025,8,2,13,0
1,357.27,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,4,,No,,2025,8,2,13,0
1,483.21972222222223,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,624.0,No,,2025,8,2,13,0
1,483.2027777777778,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,624.0,No,,2025,8,2,13,0
1,501.065,4-Menor/Localizado,Baja,Conectividad,Networking,Apertura Simple,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,En Sitio,Conectividad - Acceso,4,0.0,No,No,2025,8,2,13,0
0,30.834444444444443,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,199.0,No,,2025,8,2,14,0
0,28.817777777777778,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,199.0,No,,2025,8,2,14,0
1,166.78472222222223,2-Significativo/Amplio,Alta,Conectividad,Networking,Switch Apagado,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,En Sitio,Conectividad - Acceso,5,8447.0,No,No,2025,8,2,16,0
0,28.815277777777776,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,3,9.0,No,,2025,8,2,16,0
0,69.08055555555555,4-Menor/Localizado,Baja,Conectividad,Networking,Apertura Simple,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,En Sitio,Conectividad - Acceso,2,0.0,No,No,2025,8,2,17,0
0,26.57888888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,8.0,No,,2025,8,3,8,0
1,464.2077777777778,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,103.0,No,,2025,8,3,8,0
1,480.0805555555556,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,2788.0,No,,2025,8,3,10,0
1,482.06388888888887,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,2788.0,No,,2025,8,3,10,0
0,28.75611111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,12,0
0,26.01888888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,12,0
0,26.002222222222223,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,12,0
0,26.002222222222223,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,12,0
0,25.985555555555557,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,13,0
0,27.398888888888887,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,13,0
1,136.07805555555555,4-Menor/Localizado,Baja,Conectividad,Networking,Apertura Simple,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,2,2022.0,No,No,2025,8,3,16,0
1,170.01194444444445,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,En Sitio,Conectividad - Servicio,4,,No,,2025,8,3,16,0
1,169.995,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,En Sitio,Conectividad - Acceso,4,,No,,2025,8,3,17,0
1,165.80805555555557,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.80777777777777,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.80777777777777,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.78722222222223,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.78722222222223,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.78722222222223,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.7863888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.7861111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.7861111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.78527777777776,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.78527777777776,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.785,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77416666666667,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77416666666667,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77333333333334,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77305555555554,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77305555555554,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77305555555554,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77194444444444,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77194444444444,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77194444444444,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,165.77194444444444,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.76,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.76,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.75972222222222,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.75944444444445,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
1,145.7588888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Acceso,1,,No,,2025,8,3,17,0
0,34.21861111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Escalación externa,Remoto,Conectividad - Servicio,1,0.0,No,,2025,8,3,20,0
0,25.577222222222222,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,3,21,0
0,26.657222222222224,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,4,2,0
0,26.640555555555554,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,4,2,0
0,27.254166666666666,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,4,3,0
0,27.253888888888888,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,4,3,0
1,443.2813888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,2,0.0,No,,2025,8,4,5,0
1,443.26472222222225,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,2,0.0,No,,2025,8,4,5,0
1,439.5527777777778,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,1379.0,No,,2025,8,4,9,0
1,452.2294444444444,4-Menor/Localizado,Baja,IoT y Analítica,Movilidad Avanzada,Servicio Intermitente,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Movilidad,1,270.0,No,,2025,8,4,14,0
1,477.3227777777778,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Entrada directa,Remoto,Conectividad - Acceso,0,97.0,No,No,2025,8,4,15,0
1,453.9638888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,0,328.0,No,No,2025,8,5,17,1
1,404.77944444444444,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,0,0.0,No,No,2025,8,6,16,1
1,384.4891666666667,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,0,0.0,No,No,2025,8,6,16,1
1,403.9505555555556,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,0,0.0,No,No,2025,8,6,17,1
1,391.9197222222222,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,3,0.0,No,,2025,8,0,5,0
0,53.91361111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,2,0.0,No,,2025,8,0,5,0
0,53.886944444444445,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,0,5,0
1,373.5097222222222,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,210.0,No,,2025,8,1,7,0
1,371.1427777777778,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,1,7,0
1,371.1375,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,1,7,0
1,393.13166666666666,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,595.0,No,,2025,8,1,7,0
1,269.7547222222222,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,,No,,2025,8,1,9,0
1,387.5886111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,240.0,No,,2025,8,1,11,0
1,388.7325,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,473.0,No,,2025,8,1,12,0
1,388.7158333333333,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,473.0,No,,2025,8,1,12,0
1,406.5652777777778,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,42.0,No,,2025,8,1,12,0
1,380.2688888888889,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Movilidad,1,23.0,No,,2025,8,1,12,0
1,386.1797222222222,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,1297.0,No,,2025,8,1,12,0
1,386.16305555555556,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,1297.0,No,,2025,8,1,12,0
0,25.86111111111111,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,6.0,No,,2025,8,1,13,0
1,214.01805555555555,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,,No,,2025,8,1,14,0
1,214.0013888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,,No,,2025,8,1,14,0
1,359.54833333333335,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,11.0,Sí,,2025,8,1,15,0
1,258.66583333333335,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,,No,,2025,8,1,18,0
1,378.66583333333335,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,77.0,No,,2025,8,1,18,0
0,34.66305555555556,4-Menor/Localizado,Baja,IoT y Analítica,Movilidad Avanzada,Servicio Intermitente,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,1,20,0
1,349.18694444444446,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,IoT y Analítica,3,403.0,No,,2025,8,1,23,0
0,31.10333333333333,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,1,23,0
0,30.869722222222222,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,2,0,0
0,30.435555555555556,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,2,0,0
0,30.40222222222222,2-Significativo/Amplio,Alta,IoT y Analítica,Movilidad Avanzada,Sin servicio,Iot - Conectividad Gestionada,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,0.0,No,,2025,8,2,0,0
1,321.8513888888889,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,3,,No,,2025,8,2,3,0
0,31.109166666666667,4-Menor/Localizado,Baja,Conectividad,Networking,Apertura Simple,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,0,779.0,No,No,2025,8,2,7,0
1,340.69972222222225,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,426.0,No,,2025,8,2,8,0
0,25.55388888888889,4-Menor/Localizado,Baja,Conectividad,Networking,Apertura Simple,Conectividad Nacional,Restauración de servicio a usuario,Monitoreo Proactivo,Remoto,Conectividad - Acceso,0,6.0,No,No,2025,8,2,9,0
1,367.32472222222225,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,105.0,No,No,2025,8,2,9,0
1,367.30805555555554,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,105.0,No,No,2025,8,2,9,0
1,341.04027777777776,2-Significativo/Amplio,Alta,Conectividad,Networking,Servicio caído,Conectividad Nacional,Infrastructure Event,Monitoreo Proactivo,Remoto,Conectividad - Acceso,1,60.0,No,No,2025,8,2,9,0
